Weight,Capacity,SafetyFactor,Deflection,Height,Width,BatteryWidth
0.26965759298991526,39.03467434142726,1.6192241189348655,0.00945999735891346,1.505070293096198,0.7598599029260351,0.5998599029260351
0.28574175990166734,40.55463889658372,1.7758295291358532,0.00791768533332402,1.5044159633540248,0.796918336445144,0.636918336445144
0.2592246662679791,69.49276437609298,1.5788953697783803,0.009920214592497648,1.80169287179039,0.9417005433470282,0.854166048065529
0.22429428904100576,58.278462992290386,1.474989722435014,0.010192694369914322,1.876637017715261,0.7274112628217091,0.6874112628217091
0.2522575423539769,55.46898901152023,1.2302526452662652,0.012342885275072357,1.7890740513666887,0.8730457474042616,0.6866569140502335
0.2667794139459244,45.94095974862037,1.5311373270504396,0.007042391509797099,1.652048808178456,0.7559394181620515,0.6359394181620515
0.2930011111220884,41.254910336838705,1.828610778953102,0.008791714184733528,1.4458982368641449,0.8465764485515466,0.6865764485515465
0.25846700342671874,47.56359420708587,1.4984417310717835,0.011507653224931753,1.6424981626427027,0.8576092595994982,0.66239962495565
0.24876441102658617,64.48383220075175,1.375982235067208,0.007244551747442604,1.9265136154760434,0.7846126903393295,0.7446126903393294
0.240520023114676,56.411675179379785,1.6232451760594548,0.009035084293512822,1.7912225749058686,0.8415416588574978,0.7014396515357323
0.2300787034564456,55.200999312763116,1.526245604127325,0.010459676699943707,1.7110896014814259,0.8253691260719347,0.7148515779368121
0.26999594535432836,54.96803923297758,1.7194634824512018,0.007996261482045207,1.6852165726408086,0.8445997016867206,0.7499152234815478
0.29750557994425747,39.66481367397414,1.9372285730370788,0.005970829751740454,1.7050886798260159,0.7080086497759397,0.5480086497759397
0.25141348265739016,48.24776297897491,1.621214317261859,0.008923892213392036,1.5615271574432432,0.8280336134854425,0.72294598751461
0.24835200506152305,60.036152012739024,1.5070167646156425,0.007879716382908119,1.8370983958167755,0.7835523575492396,0.7235523575492395
0.28352555133166324,44.301898845913534,1.8942184157300055,0.009045128502619112,1.667207652374562,0.7525897490930171,0.5925897490930171
0.27778782557917125,56.22238143240736,1.5482330008252907,0.006057611792369121,1.8487477970214994,0.7761116219615384,0.6961116219615384
0.23656058730869572,51.371635621950134,1.5462023694275389,0.011122627341076077,1.6291732558954273,0.8315930032486303,0.7034989192979137
0.23030784317337732,59.13022619927349,1.2353302098940937,0.011380447523947654,1.8506762583519487,0.7512337724913807,0.7112337724913806
0.26148198045156107,55.704340085499716,1.5860854859725453,0.010853521243372263,1.5901989005520782,0.9149222353667008,0.7769085912577811
0.37129820117929957,51.6079989785968,1.1614589961471273,0.004847893389974787,1.786055846738166,0.8624595056438041,0.6624595056438041
0.258526941947146,49.44144182431023,1.5961582278026312,0.00753171044235534,1.6570392425478104,0.7779709709099003,0.6779709709099003
0.313041794314463,48.03092194736342,2.4138618441559165,0.0060364887893701365,1.6287363556574492,0.900902965227053,0.6971771211918993
0.32271048876616937,57.95989196605673,1.3702795714449776,0.007551409074352791,1.6505279911415258,0.938457429623409,0.7784574296234089
0.27587404713612285,61.14440840905367,1.2180916865662812,0.006756932831093898,1.9659963913732805,0.768097969288047,0.688097969288047
0.24699318405024193,64.873433622416,1.6509216516432514,0.00885316327643578,1.9300485437004093,0.8655312689123534,0.7438031945431218
0.22306908333830974,63.30097707849583,1.1983434866497846,0.009639120163614248,1.941969766914188,0.9279959566175107,0.7212725779980528
0.30256774482069543,73.58433790373952,1.9930819562374082,0.004840006574802459,2.099388356722658,0.8387157248620578,0.7787157248620578
0.24154626517840472,60.382406927341286,1.5106238408366137,0.010082497204872021,1.8119656845958139,0.9679837637291024,0.7462608745393238
0.2442132728243423,63.98881988739719,1.6947720720190704,0.008420692169648554,1.9104389031057925,0.8973172480947085,0.7412710070021526
0.24793594617289144,71.31658425782855,1.211019892722154,0.008819209778958418,1.9468906149783944,0.9594868335003013,0.8105298845706044
0.30560485443161733,75.54636372260994,2.065586911558506,0.004998465442740193,2.1053292513217587,0.9263742439498024,0.793367652686445
0.36404548049008845,68.45616752446102,1.2751237036713945,0.004703642117103854,2.025731520091258,0.8966202746567278,0.7665472074884783
0.2925455549743077,79.14298994797022,1.9436726859838207,0.007323936981129344,1.9813815459611583,0.9509433808138447,0.883661488220892
0.26027009985308247,75.63892693078168,1.3297262279011093,0.010502826973694824,1.865125310444133,0.957673108659447,0.8977492521231569
0.321519624511011,87.17655942505186,2.4792548198891615,0.004998719761400352,2.2146285517677207,0.9099098715492238,0.8699098715492237
0.3153222509222482,84.34039533280205,1.7029027843945337,0.00499874456989429,2.0982279587504795,0.9330438560768186,0.8930438560768186
